年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2012/09/25,183.39,183.67,178.73,178.73,7907 
2012/09/26,180.1,180.93,176.54,176.54,9512 
2012/09/27,177.09,178.19,175.99,178.19,6785 
2012/09/28,176.54,176.54,166.12,169.69,30610 
2012/10/01,168.59,171.33,167.49,171.33,11313 
2012/10/02,171.61,176.54,170.78,176.54,11138 
2012/10/03,175.99,177.09,174.07,176.27,6225 
2012/10/04,175.44,176.27,171.61,174.62,7285 
2012/10/05,178.73,181.2,177.91,178.19,15662 
2012/10/08,180.93,180.93,178.73,179.28,9560 
2012/10/09,179.83,180.93,174.35,177.64,10675 
2012/10/11,175.44,179.83,175.44,178.46,17848 
2012/10/12,178.19,178.19,174.35,175.44,9217 
2012/10/15,174.35,175.17,172.43,172.7,6024 
2012/10/16,174.35,175.99,173.8,174.07,9934 
2012/10/17,175.44,175.99,173.8,173.8,7151 
2012/10/18,175.99,176.27,174.62,175.44,5431 
2012/10/19,175.44,177.36,174.35,177.36,4518 
2012/10/22,175.44,178.73,174.62,178.73,5572 
2012/10/23,179.28,179.56,176.82,176.82,3808 
2012/10/24,175.72,179.56,175.44,179.01,5729 
2012/10/25,179.01,179.01,175.44,175.99,6074 
2012/10/26,178.19,178.19,174.62,174.62,7088 
2012/10/29,175.99,181.75,175.72,180.65,16807 
2012/10/30,180.93,181.2,177.64,178.19,13361 
2012/10/31,178.19,178.19,175.44,177.91,8707 
2012/11/01,177.36,179.56,175.44,179.01,6230 
2012/11/02,179.83,180.1,176.27,178.19,5831 
2012/11/05,177.64,178.19,173.53,174.35,6865 
2012/11/06,175.44,175.44,167.77,169.96,13910 
2012/11/07,169.96,172.98,167.22,172.7,10542 
2012/11/08,171.61,174.9,170.51,173.8,10427 
2012/11/09,173.8,178.73,173.25,178.19,10207 
2012/11/12,179.83,179.83,175.99,176.54,4716 
2012/11/13,177.64,179.56,175.44,175.44,7528 
2012/11/14,175.72,175.72,170.51,174.35,8942 
2012/11/15,173.8,175.17,171.88,174.35,6287 
2012/11/16,173.53,175.72,172.7,172.7,5756 
2012/11/19,172.7,174.62,170.51,171.06,4680 
2012/11/20,172.15,172.7,168.04,168.87,6586 
2012/11/21,167.22,170.51,166.12,170.24,6002 
2012/11/22,172.15,172.7,170.51,171.61,3594 
2012/11/23,173.25,175.99,172.7,175.44,6809 
2012/11/26,176.54,178.73,176.54,178.19,7788 
2012/11/27,179.01,179.56,177.36,177.91,4947 
2012/11/28,176.54,177.91,175.72,177.64,3869 
2012/11/29,179.28,180.65,178.19,179.56,8273 
2012/11/30,180.93,183.39,180.1,181.2,14160 
2012/12/03,183.12,185.31,182.57,183.67,11105 
2012/12/04,183.67,183.67,180.38,182.02,8560 
2012/12/05,180.38,181.48,179.01,180.93,7438 
2012/12/06,182.02,182.3,176.82,177.36,12600 
2012/12/07,177.09,178.73,174.9,177.36,11310 
2012/12/10,177.09,177.09,173.53,174.35,9090 
2012/12/11,174.62,176.82,174.62,176.54,7469 
2012/12/12,178.73,186.96,178.46,186.68,21258 
2012/12/13,187.78,192.44,185.59,186.14,23726 
2012/12/14,185.31,187.78,183.94,186.14,11044 
2012/12/17,188.05,188.05,184.22,185.31,8752 
2012/12/18,186.41,186.68,182.02,183.94,7406 
2012/12/19,182.57,182.85,178.73,179.28,13627 
2012/12/20,177.91,180.65,176.82,177.09,9248 
2012/12/21,177.64,179.01,175.44,175.99,6748 
2012/12/22,176.54,177.36,173.53,174.07,6368 
2012/12/24,173.53,175.72,172.7,174.07,4319 
2012/12/25,175.44,177.09,174.62,176.54,4065 
2012/12/26,177.64,177.91,176.27,176.27,4052 
2012/12/27,176.54,178.46,175.99,177.64,5425 
2012/12/28,177.91,178.46,174.9,177.36,8698 
2013/01/02,177.91,178.19,176.54,178.19,7946 
2013/01/03,179.28,180.38,178.46,178.73,10653 
2013/01/04,168.87,172.15,166.95,167.49,25593 
2013/01/07,165.3,165.85,161.74,165.3,16313 
2013/01/08,164.48,166.12,163.93,165.85,11383 
2013/01/09,166.4,171.06,165.85,171.06,12477 
2013/01/10,173.8,173.8,169.96,172.15,13070 
2013/01/11,172.98,172.98,169.96,171.33,4438 
2013/01/14,171.06,171.06,168.04,171.06,4955 
2013/01/15,172.15,172.15,170.51,170.78,4612 
2013/01/16,172.15,172.15,165.03,169.69,10431 
2013/01/17,167.77,170.24,167.77,168.32,7357 
2013/01/18,169.14,169.96,166.67,169.41,5509 
2013/01/21,171.06,174.62,169.96,173.53,7687 
2013/01/22,174.9,175.44,172.98,174.62,6284 
2013/01/23,174.62,174.62,173.25,174.07,6536 
2013/01/24,173.25,175.17,171.88,174.9,6480 
2013/01/25,175.44,177.64,174.07,176.54,6979 
2013/01/28,178.19,178.73,176.82,178.19,6492 
2013/01/29,179.83,179.83,177.36,178.19,5592 
2013/01/30,178.73,179.28,177.36,178.19,7977 
2013/01/31,178.19,178.19,174.35,177.09,9912 
2013/02/01,176.82,178.19,176.27,177.91,6221 
2013/02/04,177.91,178.73,175.72,178.19,7647 
2013/02/05,177.91,179.01,177.09,178.73,9698 
2013/02/06,179.28,179.56,177.64,178.19,6117 
2013/02/18,179.83,180.38,177.64,178.19,6357 
2013/02/19,178.19,178.73,176.54,177.64,4446 
2013/02/20,179.28,179.83,178.19,178.73,5699 
2013/02/21,178.73,179.28,178.19,178.73,4828 
2013/02/22,178.73,179.28,177.91,179.28,3946 
2013/02/23,179.83,179.83,178.46,179.01,1852 
2013/02/25,179.83,186.14,178.46,184.49,12241 
2013/02/26,183.94,184.49,180.93,180.93,6896 
2013/02/27,182.02,183.94,181.75,182.85,6726 
2013/03/01,185.31,186.41,184.49,185.59,8561 
2013/03/04,186.68,187.78,185.86,187.23,11990 
2013/03/05,188.6,192.99,187.51,190.52,16536 
2013/03/06,192.17,193.54,189.7,189.7,9988 
2013/03/07,189.7,191.07,188.6,189.7,6026 
2013/03/08,189.97,193.81,189.97,190.8,6846 
2013/03/11,192.99,192.99,191.34,191.89,9114 
2013/03/12,191.89,197.38,191.34,194.63,13193 
2013/03/13,196.28,197.1,192.99,193.26,5934 
2013/03/14,193.26,194.09,188.05,188.05,7283 
2013/03/15,190.8,190.8,187.23,187.23,6294 
2013/03/18,186.96,187.23,185.59,185.59,6437 
2013/03/19,188.33,188.88,185.86,186.41,8213 
2013/03/20,186.41,190.25,185.31,185.86,7973 
2013/03/21,187.51,187.51,182.02,182.02,12323 
2013/03/22,183.12,184.77,182.57,182.57,6251 
2013/03/25,183.94,185.86,182.02,185.59,5218 
2013/03/26,186.41,187.51,185.31,186.41,5177 
2013/03/27,187.23,188.33,186.96,187.78,5691 
2013/03/28,189.15,189.15,185.86,186.41,5684 
2013/03/29,188.88,188.88,186.68,187.51,3586 
2013/04/01,187.51,188.6,186.68,186.96,3358 
2013/04/02,187.78,192.44,187.23,190.8,8457 
2013/04/03,191.89,196.55,191.34,195.18,13460 
2013/04/08,192.44,192.99,189.7,191.89,11193 
2013/04/09,192.44,193.81,191.34,191.62,7963 
2013/04/10,193.54,193.81,191.34,193.26,7627 
2013/04/11,194.09,194.36,191.62,192.44,5157 
2013/04/12,192.44,192.44,189.43,189.43,4339 
2013/04/15,189.15,191.34,184.77,185.04,6110 
2013/04/16,184.22,187.51,183.94,186.68,4908 
2013/04/17,186.96,190.8,185.59,190.25,4701 
2013/04/18,189.7,191.89,188.33,189.7,3740 
2013/04/19,191.34,196.28,191.34,196.28,16260 
2013/04/22,197.92,201.21,197.92,199.02,14606 
2013/04/23,200.12,200.12,196.28,200.12,7105 
2013/04/24,201.76,201.76,199.02,200.12,6698 
2013/04/25,199.57,199.57,197.65,198.47,4839 
2013/04/26,197.92,198.47,194.63,194.63,6550 
2013/04/29,195.73,198.2,194.91,198.2,4393 
2013/04/30,199.02,200.39,197.37,197.37,5468 
2013/05/02,198.47,200.66,194.09,200.66,7772 
2013/05/03,201.49,201.76,199.29,200.94,5951 
2013/05/06,202.31,204.78,202.31,204.23,7969 
2013/05/07,205.87,208.34,202.04,203.41,16184 
2013/05/08,204.78,208.07,204.78,206.15,12405 
2013/05/09,208.34,208.34,205.05,205.6,6407 
2013/05/10,205.6,205.6,201.49,202.31,7354 
2013/05/13,200.94,202.86,200.94,202.31,4305 
2013/05/14,203.13,203.95,201.21,201.21,2896 
2013/05/15,201.21,203.13,200.66,201.49,4414 
2013/05/16,202.86,207.24,202.86,205.05,7973 
2013/05/17,206.7,209.44,206.7,207.79,9466 
2013/05/20,208.34,210.26,207.52,207.52,4811 
2013/05/21,208.34,209.71,206.15,206.97,4797 
2013/05/22,209.71,211.08,208.34,209.44,7879 
2013/05/23,206.7,207.79,202.86,202.86,10698 
2013/05/24,202.86,203.95,196.83,199.02,9881 
2013/05/27,198.75,198.75,196.28,197.37,5149 
2013/05/28,197.37,200.12,197.37,199.02,4479 
2013/05/29,200.39,200.39,198.75,199.57,4213 
2013/05/30,199.57,199.84,196.83,198.2,4850 
2013/05/31,200.66,203.95,199.02,203.95,9909 
2013/06/03,201.76,202.58,200.12,201.76,4485 
2013/06/04,203.13,204.5,202.31,202.31,4983 
2013/06/05,203.41,204.5,199.84,199.84,4866 
2013/06/06,199.84,202.04,199.29,200.94,4818 
2013/06/07,203.95,204.23,200.94,202.86,7109 
2013/06/10,205.6,206.7,203.95,206.15,6242 
2013/06/11,204.78,204.78,200.66,200.94,8429 
2013/06/13,198.75,199.84,197.37,197.92,5995 
2013/06/14,199.57,199.84,192.44,192.99,6838 
2013/06/17,193.54,195.46,191.89,194.09,6047 
2013/06/18,194.09,195.46,192.44,194.91,4709 
2013/06/19,196.,196.28,192.71,192.71,5597 
2013/06/20,189.7,190.8,187.23,187.78,8113 
2013/06/21,182.57,184.49,175.72,180.93,16411 
2013/06/24,178.19,178.19,169.14,169.41,13302 
2013/06/25,169.41,175.44,165.58,172.15,15433 
2013/06/26,177.09,181.48,175.99,179.83,14040 
2013/06/27,180.93,182.02,177.64,179.83,12056 
2013/06/28,180.38,191.07,180.38,191.07,13824 
2013/07/01,187.51,189.97,186.14,189.15,8137 
2013/07/02,190.8,190.8,185.59,187.23,6110 
2013/07/03,191.07,191.34,183.94,183.94,8268 
2013/07/04,183.94,186.14,180.93,180.93,6300 
2013/07/05,184.22,190.25,183.12,189.42,9720 
2013/07/08,191.34,191.89,188.33,191.34,9490 
2013/07/09,192.99,194.36,191.89,193.81,5188 
2013/07/10,194.63,194.63,191.34,192.71,5664 
2013/07/11,194.36,195.18,191.89,191.89,7136 
2013/07/12,192.44,197.37,191.62,197.37,11396 
2013/07/15,197.37,197.92,195.46,196.28,7310 
2013/07/16,197.97,199.65,196.56,196.56,7305 
2013/07/17,193.47,195.15,191.22,191.22,7659 
2013/07/18,189.53,189.81,184.47,186.16,7754 
2013/07/19,181.66,184.75,177.16,181.37,11151 
2013/07/22,185.03,187.28,182.5,185.87,5432 
2013/07/23,187.84,196.,187.84,193.19,8809 
2013/07/24,195.72,195.72,193.47,194.87,5555 
2013/07/25,194.87,200.22,193.19,199.65,8454 
2013/07/26,201.34,204.43,199.37,201.34,7593 
2013/07/29,203.31,204.71,201.62,203.03,6296 
2013/07/30,203.03,203.03,197.97,199.93,5965 
2013/07/31,200.78,203.03,199.09,202.46,6559 
2013/08/01,204.43,205.84,199.93,203.59,6854 
2013/08/02,205.84,205.84,202.46,204.15,6303 
2013/08/05,205.28,205.28,200.78,201.62,5003 
2013/08/06,199.65,199.65,195.72,197.4,5556 
2013/08/07,197.97,201.06,196.28,196.84,6005 
2013/08/08,200.78,201.34,198.53,199.09,5024 
2013/08/09,198.81,198.81,196.,197.4,3989 
2013/08/12,199.65,199.65,197.4,198.25,2941 
2013/08/13,201.34,205.84,200.22,205.84,10245 
2013/08/14,205.84,205.84,203.03,204.15,5141 
2013/08/15,202.46,205.84,201.34,202.46,5633 
2013/08/16,202.46,204.71,201.9,202.46,3874 
2013/08/19,205.28,213.15,204.71,210.9,11115 
2013/08/20,210.9,214.84,207.25,208.09,9022 
2013/08/22,209.49,209.49,206.4,206.96,6409 
2013/08/23,209.78,210.34,206.4,206.4,4187 
2013/08/26,210.9,211.74,206.68,206.68,5747 
2013/08/27,208.37,211.18,206.68,206.68,7258 
2013/08/28,205.84,209.78,205.84,205.84,7460 
2013/08/29,206.96,207.25,201.9,204.43,10344 
2013/08/30,205.28,206.4,202.46,206.4,6779 
2013/09/02,205.84,205.84,201.34,201.34,6021 
2013/09/03,203.59,205.,202.75,204.43,6198 
2013/09/04,203.87,205.84,203.59,205.28,4055 
2013/09/05,204.43,206.68,203.59,206.68,5009 
2013/09/06,205.84,209.21,205.56,207.81,7157 
2013/09/09,209.21,209.21,205.84,208.09,5894 
2013/09/10,209.21,209.49,205.28,207.53,5606 
2013/09/11,207.53,208.09,205.,208.09,5108 
2013/09/12,209.21,210.9,207.53,210.34,6305 
2013/09/13,210.62,211.18,208.37,208.37,4337 
2013/09/14,207.81,208.09,205.84,205.84,1842 
2013/09/16,207.53,208.09,205.56,208.09,5223 
2013/09/17,208.09,209.49,206.96,209.21,4521 
2013/09/18,209.21,209.21,208.09,208.09,3859 
2013/09/23,209.21,210.06,207.25,208.65,4633 
2013/09/24,210.34,210.34,207.25,207.81,4480 
2013/09/25,206.4,208.93,205.56,208.93,3787 
2013/09/26,206.4,209.21,206.4,209.21,6821 
2013/09/27,209.21,210.06,208.37,208.37,7478 
2013/09/30,207.25,207.53,203.03,205.56,6644 
2013/10/01,205.56,207.25,205.28,205.56,4869 
2013/10/02,207.53,208.93,206.96,206.96,5643 
2013/10/03,208.37,212.59,207.81,211.46,13867 
2013/10/04,212.03,213.43,211.74,213.43,9201 
2013/10/07,213.71,214.84,209.78,209.78,6525 
2013/10/08,210.62,214.28,210.34,212.87,7733 
2013/10/09,214.28,214.84,211.74,214.84,8450 
2013/10/11,217.37,217.93,215.68,216.24,8524 
2013/10/14,217.65,217.65,213.71,216.24,6062 
2013/10/15,218.21,221.59,216.81,221.59,11044 
2013/10/16,222.15,223.55,218.49,219.06,8601 
2013/10/17,221.59,222.71,219.34,221.59,6226 
2013/10/18,222.99,222.99,221.02,222.15,3542 
2013/10/21,223.27,223.27,219.06,220.18,4880 
2013/10/22,218.21,220.18,216.52,220.18,6000 
2013/10/23,221.02,223.27,220.18,222.71,6235 
2013/10/24,222.15,222.15,220.18,221.59,4775 
2013/10/25,219.9,221.59,218.21,218.49,3203 
2013/10/28,218.49,221.31,217.93,219.9,2991 
2013/10/29,220.18,222.71,219.34,222.15,4249 
2013/10/30,223.27,224.12,220.74,222.15,4108 
2013/10/31,222.99,226.09,221.59,226.09,8137 
2013/11/01,227.77,231.99,226.93,227.49,6804 
2013/11/04,232.83,243.24,232.55,243.24,21791 
2013/11/05,245.77,252.24,241.83,241.83,15019 
2013/11/06,243.52,245.77,239.3,242.96,6352 
2013/11/07,245.49,245.77,240.99,241.55,3920 
2013/11/08,241.55,244.64,240.15,240.71,3807 
2013/11/11,239.58,244.08,239.58,239.58,4090 
2013/11/12,239.58,240.71,230.58,233.4,6656 
2013/11/13,233.96,237.33,231.99,231.99,7268 
2013/11/14,230.58,235.08,230.58,230.87,7220 
2013/11/15,231.71,234.52,230.87,230.87,6145 
2013/11/18,230.58,233.12,230.58,232.83,6527 
2013/11/19,235.08,242.96,233.96,242.68,9589 
2013/11/20,242.96,242.96,235.37,235.65,9779 
2013/11/21,238.46,238.46,231.99,233.4,7589 
2013/11/22,234.24,239.3,234.24,238.46,5919 
2013/11/25,241.83,242.96,239.86,240.71,5767 
2013/11/26,241.55,244.08,238.46,242.68,5999 
2013/11/27,244.64,244.64,240.99,240.99,3053 
2013/11/28,239.3,245.49,239.3,244.64,5065 
2013/11/29,246.33,246.33,243.8,245.21,5937 
2013/12/02,245.77,245.77,240.99,241.83,4388 
2013/12/03,242.4,244.64,241.55,244.36,3458 
2013/12/04,244.08,244.64,241.55,244.64,3396 
2013/12/05,244.64,244.64,242.11,242.11,2540 
2013/12/06,241.83,243.8,240.71,241.83,3934 
2013/12/09,244.64,244.64,240.71,240.71,3773 
2013/12/10,242.68,242.68,239.58,241.55,3011 
2013/12/11,241.55,242.96,240.15,241.83,3693 
2013/12/12,239.58,240.71,231.71,236.77,6696 
2013/12/13,236.77,236.77,231.71,234.52,5601 
2013/12/16,236.21,236.21,231.71,234.52,4935 
2013/12/17,236.21,239.02,235.65,238.18,5356 
2013/12/18,239.86,240.15,235.08,235.08,4966 
2013/12/19,239.02,241.27,237.9,241.27,4762 
2013/12/20,241.83,244.08,240.71,243.24,6417 
2013/12/23,244.64,245.49,242.68,242.68,4303 
2013/12/24,244.08,244.08,240.43,240.43,2789 
2013/12/25,242.4,242.68,240.71,241.83,1879 
2013/12/26,241.55,242.11,240.71,240.99,1397 
2013/12/27,243.52,245.77,241.83,245.21,5920 
2013/12/30,246.33,250.83,245.49,249.99,7165 
2013/12/31,250.83,251.39,248.02,249.43,4213 
2014/01/02,250.27,251.67,248.02,248.02,4014 
2014/01/03,249.14,249.14,243.52,244.93,3797 
2014/01/06,244.93,246.33,242.68,242.68,3262 
2014/01/07,241.83,242.11,235.37,235.37,12243 
2014/01/08,235.37,235.37,226.09,228.9,15951 
2014/01/09,230.02,233.4,229.18,231.71,9036 
2014/01/10,233.4,235.65,232.27,234.52,7448 
2014/01/13,236.21,237.33,233.68,233.68,5248 
2014/01/14,233.4,234.52,232.27,233.68,5670 
2014/01/15,233.4,236.21,231.99,235.65,11038 
2014/01/16,236.21,237.9,234.52,235.08,5644 
2014/01/17,235.08,236.21,233.4,233.4,2522 
2014/01/20,233.4,234.52,228.9,230.58,5288 
2014/01/21,226.09,226.09,217.09,218.21,17348 
2014/01/22,216.52,225.52,215.96,224.4,10353 
2014/01/23,224.96,228.05,224.96,226.09,5732 
2014/01/24,227.21,229.18,225.52,229.18,4129 
2014/01/27,226.93,228.62,222.99,225.24,8016 
2014/02/05,219.34,227.77,219.06,225.52,12222 
2014/02/06,230.02,230.58,226.93,229.18,7345 
2014/02/07,231.99,231.99,227.77,230.3,6018 
2014/02/10,232.83,233.12,229.18,230.58,3027 
2014/02/11,230.58,236.21,229.46,235.65,5594 
2014/02/12,239.02,245.49,239.02,244.08,13301 
2014/02/13,244.08,244.08,240.71,241.27,5271 
2014/02/14,244.08,246.05,240.99,242.68,5381 
2014/02/17,244.36,244.36,240.99,241.27,3518 
2014/02/18,244.08,244.08,241.55,243.8,2707 
2014/02/19,244.64,244.64,242.4,244.64,2713 
2014/02/20,244.64,245.77,243.24,244.64,3934 
2014/02/21,245.77,245.77,243.8,245.21,4000 
2014/02/24,245.21,246.05,244.64,245.21,2895 
2014/02/25,246.33,251.39,246.33,250.55,9786 
2014/02/26,250.27,252.52,249.71,250.55,8402 
2014/02/27,251.96,255.89,249.14,250.27,10050 
2014/03/03,254.77,254.77,249.14,253.08,8076 
2014/03/04,254.21,255.33,250.27,250.27,4769 
2014/03/05,253.08,254.77,251.67,253.36,5316 
2014/03/06,253.92,261.52,253.64,261.52,11099 
2014/03/07,264.89,270.8,261.8,266.02,14164 
2014/03/10,268.27,269.39,264.61,265.45,4786 
2014/03/11,266.58,269.11,265.73,266.86,3799 
2014/03/12,258.7,263.49,256.46,256.46,7895 
2014/03/13,256.46,259.55,253.64,254.21,9227 
2014/03/14,253.08,259.55,251.96,258.7,5903 
2014/03/17,256.46,257.58,252.52,254.77,4501 
2014/03/18,255.89,257.3,252.52,254.77,4588 
2014/03/19,251.96,251.96,246.61,247.46,9295 
2014/03/20,246.89,251.39,246.61,249.43,6125 
2014/03/21,252.52,252.52,248.86,248.86,4546 
2014/03/24,248.58,249.99,243.52,249.71,5649 
2014/03/25,246.33,253.64,245.77,253.64,4020 
2014/03/26,256.46,258.42,255.33,257.3,5518 
2014/03/27,254.77,257.3,253.92,254.21,3877 
2014/03/28,253.08,256.46,249.14,250.27,4791 
2014/03/31,250.27,253.92,249.99,252.8,4290 
2014/04/01,252.52,260.67,252.24,260.67,5721 
2014/04/02,262.08,266.02,261.24,262.64,6530 
2014/04/03,264.33,265.45,256.74,257.58,5644 
2014/04/07,255.33,260.11,254.21,259.27,9122 
2014/04/08,261.52,262.64,256.46,258.7,12329 
2014/04/09,259.27,260.95,258.7,259.55,5284 
2014/04/10,260.67,264.05,260.11,264.05,5355 
2014/04/11,261.52,261.8,260.39,261.52,3868 
2014/04/14,260.39,261.52,257.02,258.7,5035 
2014/04/15,258.7,259.83,254.77,256.74,4722 
2014/04/16,257.86,258.42,254.21,254.21,4370 
2014/04/17,257.02,263.2,255.89,259.55,6852 
2014/04/18,262.08,262.08,257.02,257.02,2398 
2014/04/21,258.14,265.45,257.58,263.77,3869 
2014/04/22,264.89,267.14,264.33,264.33,5560 
2014/04/23,266.58,267.7,263.2,265.73,4831 
2014/04/24,266.02,268.27,262.08,268.27,5504 
2014/04/25,269.95,274.17,263.2,263.77,11599 
2014/04/28,263.77,275.58,263.2,273.05,11070 
2014/04/29,274.45,275.86,270.52,271.92,7526 
2014/04/30,273.89,273.89,265.45,265.45,7546 
2014/05/02,284.01,284.01,281.2,284.01,21041 
2014/05/05,291.32,298.07,287.39,288.51,15516 
2014/05/06,289.08,291.89,284.58,286.26,8127 
2014/05/07,285.14,291.32,284.58,291.32,7499 
2014/05/08,295.26,297.51,287.39,287.95,8746 
2014/05/09,287.95,290.76,284.58,284.58,4105 
2014/05/12,284.58,284.58,277.26,277.55,8723 
2014/05/13,278.95,282.33,274.45,276.42,10176 
2014/05/14,280.08,283.45,277.83,283.45,6616 
2014/05/15,284.01,286.26,280.92,281.2,3865 
2014/05/16,278.11,282.33,273.61,282.33,7924 
2014/05/19,282.89,285.7,276.7,276.7,6489 
2014/05/20,278.11,280.64,276.14,276.7,5200 
2014/05/21,277.55,278.95,274.45,274.73,5122 
2014/05/22,278.39,284.01,276.7,284.01,7362 
2014/05/23,282.89,284.01,279.51,280.36,5071 
2014/05/26,281.2,282.33,278.11,278.11,4740 
2014/05/27,281.2,287.95,280.08,286.26,9055 
2014/05/28,286.26,286.26,282.33,285.7,5003 
2014/05/29,282.89,282.89,278.95,280.08,7193 
2014/05/30,281.2,282.33,273.89,273.89,11109 
2014/06/03,279.23,279.8,275.3,276.7,6775 
2014/06/04,278.39,279.51,275.86,275.86,4739 
2014/06/05,276.14,286.26,275.3,285.14,10514 
2014/06/06,285.14,285.14,280.92,281.2,4648 
2014/06/09,286.83,289.08,285.14,286.26,5964 
2014/06/10,289.08,289.08,285.14,286.83,4728 
2014/06/11,282.89,285.7,282.33,284.58,3833 
2014/06/12,281.2,282.89,279.51,281.2,5883 
2014/06/13,281.2,284.01,280.36,281.2,4156 
2014/06/16,279.51,280.64,277.26,279.23,5442 
2014/06/17,281.76,286.83,280.92,286.83,8229 
2014/06/18,289.08,289.64,285.14,288.51,8153 
2014/06/19,289.64,291.89,288.51,291.32,6064 
2014/06/20,290.2,291.32,286.26,286.26,4351 
2014/06/23,289.08,289.08,286.26,287.39,4426 
2014/06/24,286.83,288.51,284.01,284.01,2946 
2014/06/25,284.01,285.14,280.92,284.01,6184 
2014/06/26,286.83,290.76,286.26,289.64,4849 
2014/06/27,284.01,285.14,280.08,281.76,10901 
2014/06/30,284.01,284.01,281.76,284.01,3623 
2014/07/01,281.2,286.83,279.23,285.7,5480 
