加權股價指數,,,,,
年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股)
2018/04/26,10583.08,10618.68,10478.98,10488.58,6642525
2018/04/27,10546.29,10573.61,10495.67,10553.43,5884380
2018/04/30,10553.41,10660.61,10539.63,10657.88,6128822
2018/05/02,10665.52,10683.9,10601.1,10618.81,6324416
2018/05/03,10578.98,10578.98,10509.03,10514.18,5841156
2018/05/04,10516.45,10566.37,10500.97,10529.37,5653857
2018/05/07,10581.78,10632.62,10555.56,10604.91,6108995
2018/05/08,10610.44,10691.38,10609.04,10691.38,7064737
2018/05/09,10692.89,10748.6,10689.81,10703.35,7074991
2018/05/10,10731.68,10782.06,10731.68,10760.21,7062376
2018/05/11,10808.4,10874.63,10808.4,10858.98,7399223
2018/05/14,10938.3,10970.24,10908.86,10952.39,7222849
2018/05/15,10965.08,10978.38,10874.73,10874.73,7275156
2018/05/16,10873.54,10915.74,10865.07,10897.57,7224691
2018/05/17,10911.74,10938.63,10833.81,10833.81,6908232
2018/05/18,10844.09,10893.35,10819.07,10830.84,6809564
2018/05/21,10861.66,10979.1,10861.66,10966.2,7127060
2018/05/22,10986.77,11034.12,10938.73,10938.73,7244202
2018/05/23,10974.52,10991.86,10886.18,10886.18,6751995
2018/05/24,10910.61,10942.64,10883.52,10936.93,6331255
2018/05/25,10946.62,10977.81,10918.12,10942.3,6446493
2018/05/28,10976.49,10999.43,10965.18,10987.77,6798818
2018/05/29,10979.68,10986.53,10929.56,10964.12,6779308
2018/05/30,10925.21,10925.21,10799.75,10821.17,7427700
2018/05/31,10856.03,10909.61,10853.65,10874.96,8683904
2018/06/01,10882.68,10954.67,10876.97,10949.08,6791499
2018/06/04,11002.15,11109.5,11002.15,11109.5,7608946
2018/06/05,11130.03,11131.08,11054.62,11100.11,7768901
2018/06/06,11111.14,11207.15,11111.14,11201.83,8106541
2018/06/07,11228.64,11261.68,11188.99,11251.75,8651462
2018/06/08,11243.59,11243.59,11122.98,11156.42,7457434
2018/06/11,11168.99,11186.67,11118.81,11149.23,6544815
2018/06/12,11140.02,11160.05,11088.53,11144.79,7363237
2018/06/13,11153.2,11188.01,11119.24,11173.21,7532863
2018/06/14,11143.04,11143.04,11013.98,11013.98,7130242
2018/06/15,10998.2,11087.47,10981.61,11087.47,7438455
2018/06/19,11008.77,11008.77,10904.19,10904.19,7290686
2018/06/20,10904.8,10969.2,10842.56,10927.44,7461838
2018/06/21,10949.85,10992.31,10941.07,10941.07,6238887
2018/06/22,10901.25,10914.83,10828.86,10899.28,6466160
2018/06/25,10834.07,10851.16,10786.46,10786.46,5583981
2018/06/26,10730.9,10752.99,10651.42,10742.17,6545486
2018/06/27,10766.88,10800.34,10701.03,10701.03,6039482
2018/06/28,10669.42,10723.84,10633.01,10654.28,5819485
2018/06/29,10667.64,10836.91,10667.64,10836.91,5905588
2018/07/02,10852.17,10886.2,10777.94,10777.94,6297627
2018/07/03,10802.88,10873.48,10707.68,10715.72,6742265
2018/07/04,10714.25,10752.05,10680.44,10721.87,5478787
2018/07/05,10690.91,10709.8,10585.27,10611.81,5359021
2018/07/06,10645.66,10665.72,10523.58,10608.57,6165283
2018/07/09,10638.9,10746.74,10638.9,10720.28,6127736
2018/07/10,10737.62,10776.47,10728.24,10756.89,6300857
2018/07/11,10693.64,10693.64,10635.03,10676.84,5545633
2018/07/12,10644.91,10752.57,10643.65,10738.38,5983221
2018/07/13,10769.7,10864.54,10769.7,10864.54,6738061
2018/07/16,10867.97,10890.2,10817.45,10817.45,5842702
2018/07/17,10802.75,10818.84,10758.83,10778.99,5769752
2018/07/18,10811.43,10872.74,10788.37,10842.46,6625523
2018/07/19,10868.56,10896.25,10826.14,10835.38,5902184
2018/07/20,10932.51,10963.95,10893.73,10932.11,5917717
2018/07/23,10929.46,10984.84,10901.75,10946.89,5548013
2018/07/24,10937.77,10995.39,10917.61,10995.39,5925802
2018/07/25,10957.66,10992.29,10956,10965.79,5563011
2018/07/26,10969.35,11018.19,10966.33,11010.61,5644454
2018/07/27,11023.07,11075.78,11009.16,11075.78,5679074
2018/07/30,11072.7,11080.41,11001.15,11033.54,5483470
2018/07/31,10997.73,11057.51,10976.46,11057.51,5767326
2018/08/01,11062.36,11100.02,11058.28,11098.13,5996017
2018/08/02,11095.67,11095.67,10919.13,10929.77,6199124
2018/08/03,10957.3,11012.43,10957.3,11012.43,4935006
2018/08/06,10997.26,11054.49,10994.97,11024.1,5237227
2018/08/07,11024.97,11030.09,10983.44,10983.44,5150225
2018/08/08,11026.07,11095.5,11026.07,11075.25,5558289
2018/08/09,11063.62,11063.62,11001.96,11028.07,5319750
2018/08/10,11009.96,11033.89,10972.25,10983.68,5009261
2018/08/13,10939.68,10939.68,10693.73,10748.92,6399194
2018/08/14,10797.95,10829.85,10755.53,10824.23,5398052
2018/08/15,10827.28,10827.28,10688.59,10716.75,5519384
2018/08/16,10663.57,10725.71,10606.26,10683.9,5550144
2018/08/17,10702.6,10757.01,10688.55,10690.96,4989296
2018/08/20,10698.76,10729.9,10663.44,10699.05,4629729
2018/08/21,10697.01,10792.2,10697.01,10792.2,4727595
2018/08/22,10790.24,10828.21,10774.69,10804.2,4728591
2018/08/23,10817.33,10863.13,10802.79,10863.13,4769725
2018/08/24,10865.91,10865.91,10770.32,10809.35,4249499
2018/08/27,10847.17,10916.69,10847.17,10902.21,4313459
2018/08/28,10946.33,11005.55,10946.33,10989.55,4739152
2018/08/29,11029.12,11099.57,11029.11,11099.57,4557454
2018/08/30,11153.97,11186.05,11080.07,11093.75,4462463
2018/08/31,11037.26,11063.94,10987.68,11063.94,4458244
2018/09/03,11087.86,11097.11,10952.85,10964.22,4234197
2018/09/04,10981.39,11028.27,10956.49,11021.38,4170510
2018/09/05,11042.41,11058.06,10989.93,10995.13,4513317
2018/09/06,11016.92,11016.92,10905.34,10924.3,4796498
2018/09/07,10922.55,10922.55,10807.56,10846.99,5429698
2018/09/10,10869.8,10877.72,10689.29,10725.8,5324887
2018/09/11,10723,10765.42,10669.59,10752.3,4711558
2018/09/12,10762.91,10779.93,10667.25,10722.57,4602769
2018/09/13,10726.67,10758.84,10701.25,10727.23,4279561
2018/09/14,10776.53,10882.04,10770.47,10868.14,4848643
2018/09/17,10881.78,10883.98,10806.73,10828.61,4052796
2018/09/18,10794.22,10806.56,10750.81,10760.21,4614731
2018/09/19,10808.5,10882.75,10808.5,10857.27,4940750
2018/09/20,10886.19,10908.36,10814.54,10831.41,4812017
2018/09/21,10857.1,10972.41,10835.84,10972.41,5329716
2018/09/25,10959.56,11003.49,10941.77,10978.85,4454281
2018/09/26,10974.08,11007.35,10947.29,10974.19,4424515
2018/09/27,10973.77,11051.09,10961.27,11034.19,4678006
2018/09/28,11050.09,11073.95,10966.96,11006.34,4882600
2018/10/01,11014.19,11062.43,11012.95,11051.8,3999456
2018/10/02,11048.89,11064.34,10906.42,10919.63,4364344
2018/10/03,10918.74,10926.73,10839.46,10863.94,3933472
2018/10/04,10826.19,10826.19,10707.76,10718.91,4190095
2018/10/05,10665.29,10669.63,10446.94,10517.12,5546633
2018/10/08,10467.85,10507.83,10403.13,10455.93,4568330
2018/10/09,10464.39,10503.1,10428.97,10466.83,4697177
2018/10/11,10272.04,10272.04,9797.93,9806.11,8106979
2018/10/12,9811.58,10046.01,9740.76,10045.81,5971925
2018/10/15,9989.63,9989.63,9890.47,9901.12,4747150
2018/10/16,9891.97,10011.19,9888.73,9981.1,4364437
2018/10/17,10048.43,10127.01,9978.25,9979.14,4428849
2018/10/18,9975.46,10019.5,9919.79,9953.73,3934317
2018/10/19,9879.47,9919.26,9762.91,9919.26,5105938
2018/10/22,9871.3,9984.15,9822.15,9974.28,4612358
2018/10/23,9912.28,9912.28,9775.2,9775.2,4586506
2018/10/24,9774.29,9809.19,9667.85,9759.4,5256076
2018/10/25,9622.95,9622.95,9475.61,9520.79,5692966
2018/10/26,9570.19,9629.07,9400.69,9489.18,5138373
2018/10/29,9515.43,9554.35,9459.12,9516.32,4694880
2018/10/30,9508.81,9574.83,9481.66,9526.11,4538617
2018/10/31,9588.86,9802.13,9588.86,9802.13,5330499
2018/11/01,9812.2,9869.59,9742.61,9844.74,5494351
2018/11/02,9871.4,9906.59,9817.29,9906.59,6166533
2018/11/05,9856.85,9889.81,9786.25,9889.81,4881248
2018/11/06,9888.41,9899.97,9782.86,9824.95,4909283
2018/11/07,9818.15,9912.53,9817.95,9908.35,4947603
2018/11/08,9958.47,10014.42,9938.55,9945.31,5069149
2018/11/09,9921.78,9921.78,9798.45,9830.01,4442314
2018/11/12,9806.8,9875.84,9764.46,9831.21,4124137
2018/11/13,9727.17,9777.35,9616.16,9775.84,5100040
2018/11/14,9799.69,9823.25,9763.89,9791.88,4771348
2018/11/15,9806.58,9844.39,9755.12,9826.46,4542438
2018/11/16,9819.05,9851.29,9770.87,9797.09,4804811
2018/11/19,9795.47,9836.02,9779.4,9828.69,4034353
2018/11/20,9788.95,9800.03,9726.8,9743.99,3958878
2018/11/21,9698.52,9753.69,9632.47,9741.52,4168359
2018/11/22,9769.33,9792.99,9702.77,9714.71,4054665
2018/11/23,9730.64,9738.8,9654.91,9667.3,3712052
2018/11/26,9679.98,9847.35,9679.98,9765.36,3938988
2018/11/27,9728.95,9781.4,9688.74,9778.62,4333008
2018/11/28,9774.03,9890.89,9767.14,9884.31,5413428
2018/11/29,9959.87,10001.85,9885.36,9885.36,5863859
2018/11/30,9899.24,9957.63,9888.03,9888.03,6607048
2018/12/03,9979.21,10148.75,9979.21,10137.87,6946878
2018/12/04,10120.43,10126.02,10061.7,10083.54,5608425
2018/12/05,9971.98,9971.98,9895.29,9916.74,4775470
2018/12/06,9850.08,9850.08,9664.75,9684.72,5646459
2018/12/07,9719.46,9785.2,9719.46,9760.88,3942174
2018/12/10,9722.97,9722.97,9626.47,9647.54,4266647
2018/12/11,9661.72,9720.96,9661.72,9707.04,3653814
2018/12/12,9741.45,9835.56,9741.45,9816.45,4137436
2018/12/13,9827.32,9871.96,9815.5,9858.76,4546795
2018/12/14,9818.95,9818.95,9718.94,9774.16,3931391
2018/12/17,9762.49,9826.88,9733.98,9787.53,3650943
2018/12/18,9756.46,9756.67,9701.1,9718.82,4276570
2018/12/19,9720.92,9783.21,9720.92,9783.21,3976346
2018/12/20,9729.29,9741.55,9658.5,9674.52,4259530
2018/12/21,9648.98,9683.95,9585.32,9676.67,4678645
2018/12/22,9639.24,9652.19,9625.31,9646.16,2329327
2018/12/24,9646.53,9658.95,9613.29,9639.7,3036249
2018/12/25,9559.7,9559.7,9479.06,9527.09,3588943
2018/12/26,9544.87,9591.91,9473.3,9478.99,3101879
2018/12/27,9555.01,9670.97,9555.01,9641.56,3676346
2018/12/28,9649.97,9727.41,9630.77,9727.41,3102573
2019/01/02,9725.27,9737.68,9542.52,9554.14,3181887
2019/01/03,9494.25,9554.53,9474.47,9492.42,3909333
2019/01/04,9427.24,9427.24,9319.28,9382.51,4641922
2019/01/07,9460.2,9596.35,9460.2,9590.3,4278680
2019/01/08,9591.56,9600.94,9547.63,9563.6,3442382
2019/01/09,9584.63,9741.64,9584.63,9738.31,5087083
2019/01/10,9731.11,9731.11,9683.2,9720.69,3944590
2019/01/11,9753.63,9796.98,9736,9759.4,3875542
2019/01/14,9737.67,9762.37,9677.49,9708.22,3305220
2019/01/15,9701.93,9806.04,9701.93,9806.04,3985662
2019/01/16,9781.35,9803.99,9763.81,9763.81,4098793
2019/01/17,9773.31,9826.25,9759.51,9789.15,3795594
2019/01/18,9781.39,9842.8,9771.15,9836.06,3833530
2019/01/21,9870.27,9919.94,9870.27,9889.4,3914447
2019/01/22,9880.54,9894.66,9855.47,9894.66,3237523
2019/01/23,9869.54,9873.39,9828.03,9846.4,2835523
2019/01/24,9865,9892.82,9847.32,9877.12,3207913
2019/01/25,9923.39,9980.08,9918.21,9969.61,4394588
2019/01/28,10006.46,10020.6,9990.07,10013.33,3871048
2019/01/29,9944.71,9952.34,9893.96,9931.59,3378364
2019/01/30,9915.97,9959.03,9909.81,9932.26,3297972
2019/02/11,10029.84,10065.52,9988.83,10004.25,4608242
2019/02/12,10032.08,10100.23,10032.08,10097.74,5050706
2019/02/13,10123.61,10140.98,10074.34,10090.58,5252463
2019/02/14,10095.99,10135.62,10082,10089.01,4646306
2019/02/15,10111.18,10135.16,10055.5,10064.78,4550944
2019/02/18,10096.94,10165.77,10096.94,10145.28,4301150
2019/02/19,10152.11,10173.47,10143.15,10152.26,4208666
2019/02/20,10181.94,10272.46,10181.94,10272.46,4830625
2019/02/21,10282.32,10319.53,10256.53,10319.53,4884960
