日期,開盤價,最高價,最低價,收盤價,成交量
 2017/02/23,9780,9820,9755,9772,115454
 2017/02/24,9770,9786,9730,9761,100020
 2017/03/01,9766,9770,9678,9682,137961
 2017/03/02,9761,9784,9643,9691,158914
 2017/03/03,9648,9672,9623,9629,122036
 2017/03/06,9639,9684,9619,9683,98832
 2017/03/07,9693,9734,9682,9727,95033
 2017/03/08,9736,9765,9701,9748,115988
 2017/03/09,9739,9742,9642,9652,142245
 2017/03/10,9647,9652,9555,9625,170995
 2017/03/13,9644,9698,9643,9692,132818
 2017/03/14,9713,9767,9711,9749,116325
 2017/03/15,9742,9752,9715,9732,67761
 2017/03/16,9805,9852,9782,9840,124172
 2017/03/17,9850,9896,9837,9890,95443
 2017/03/20,9870,9908,9855,9895,87814
 2017/03/21,9926,9980,9916,9962,117665
 2017/03/22,9890,9907,9851,9898,131137
 2017/03/23,9941,9952,9879,9909,124574
 2017/03/24,9927,9928,9883,9901,100432
 2017/03/27,9878,9917,9844,9865,121135
 2017/03/28,9920,9927,9805,9883,180278
 2017/03/29,9902,9904,9851,9862,112257
 2017/03/30,9864,9888,9834,9850,101697
 2017/03/31,9858,9872,9812,9821,97954
 2017/04/05,9849,9968,9843,9961,138318
 2017/04/06,9930,9941,9880,9897,111709
 2017/04/07,9903,9905,9772,9863,202548
 2017/04/10,9868,9892,9843,9876,94012
 2017/04/11,9866,9895,9807,9816,156736
 2017/04/12,9818,9830,9776,9814,119614
 2017/04/13,9802,9869,9792,9846,147700
 2017/04/14,9806,9808,9711,9716,168301
 2017/04/17,9740,9754,9680,9722,166226
 2017/04/18,9757,9772,9721,9737,123870
 2017/04/19,9700,9707,9632,9638,104812
 2017/04/20,9598,9640,9584,9615,114520
 2017/04/21,9665,9706,9655,9697,110196
 2017/04/24,9747,9766,9684,9705,124863
 2017/04/25,9746,9827,9728,9813,140137
 2017/04/26,9855,9871,9826,9841,120562
 2017/04/27,9829,9850,9808,9839,94948
 2017/04/28,9847,9884,9834,9857,107661
 2017/05/02,9899,9950,9897,9932,104635
 2017/05/03,9946,9966,9934,9936,77543
 2017/05/04,9951,9965,9918,9959,87102
 2017/05/05,9946,9951,9879,9889,110276
 2017/05/08,9929,9959,9895,9921,103607
 2017/05/09,9916,9994,9898,9904,165930
 2017/05/10,9938,9959,9918,9947,92446
 2017/05/11,9962,9997,9946,9987,123805
 2017/05/12,9982,9996,9966,9981,86535
 2017/05/15,9990,10031,9975,10028,118391
 2017/05/16,10040,10054,10000,10022,112096
 2017/05/17,9993,10022,9975,10000,72780
 2017/05/18,9903,9958,9878,9951,130546
 2017/05/19,9968,9973,9931,9932,75363
 2017/05/22,9965,9980,9942,9975,84227
 2017/05/23,9984,10017,9968,9994,97438
 2017/05/24,10007,10030,9998,10020,79667
 2017/05/25,10042,10110,10040,10107,99562
 2017/05/26,10130,10131,10080,10093,103748
 2017/05/31,10085,10105,10023,10031,111055
 2017/06/01,10030,10075,10023,10069,86130
 2017/06/02,10113,10137,10105,10135,93461
 2017/06/03,10147,10160,10137,10157,23927
 2017/06/05,10148,10207,10115,10200,109207
 2017/06/06,10196,10206,10184,10185,63197
 2017/06/07,10180,10229,10165,10192,113720
 2017/06/08,10204,10218,10184,10211,72661
 2017/06/09,10230,10252,10186,10192,101940
 2017/06/12,10129,10159,10110,10120,110070
 2017/06/13,10123,10143,10106,10137,91633
 2017/06/14,10161,10165,10021,10065,169231
 2017/06/15,10051,10075,10018,10073,114510
 2017/06/16,10078,10159,10061,10146,133595
 2017/06/19,10164,10251,10160,10239,126148
 2017/06/20,10276,10353,10268,10322,134420
 2017/06/21,10273,10371,10267,10369,97063
 2017/06/22,10198,10234,10174,10231,117671
 2017/06/23,10221,10245,10193,10215,101667
 2017/06/26,10207,10395,10202,10381,188289
 2017/06/27,10390,10412,10353,10368,115847
 2017/06/28,10303,10342,10247,10261,160947
 2017/06/29,10325,10356,10260,10297,130102
 2017/06/30,10220,10263,10196,10252,124850
 2017/07/03,10260,10289,10231,10289,106319
 2017/07/04,10303,10306,10210,10217,140257
 2017/07/05,10215,10304,10171,10301,166870
 2017/07/06,10323,10329,10237,10267,130726
 2017/07/07,10225,10246,10195,10203,120431
 2017/07/10,10226,10242,10180,10210,111481
 2017/07/11,10232,10356,10228,10342,141931
 2017/07/12,10346,10383,10330,10339,114330
 2017/07/13,10393,10442,10371,10420,143543
 2017/07/14,10420,10424,10391,10403,79383
 2017/07/17,10458,10480,10414,10436,137588
